Id,H[mm],Kunsat[mm_s]
1,10,0.000626475
1,40,0.000522063
1,70,0.00033412
1,100,0.00025059
2,10,0.00509011
2,40,0.003201984
2,70,0.000626475
2,100,0.00025059
3,10,0.002897447
3,40,0.001402608
3,70,0.000522063
3,100,0.000219266
4,10,0.001722806
4,40,0.000626475
4,70,0.00025059
4,100,0.000187943
5,10,0.000156619
5,40,7.83094E-05
5,70,7.5409E-05
5,100,2.26984E-05
6,10,0.00133126
6,40,0.000675201
6,70,0.000365444
6,100,0.000187943
7,10,0.005951513
7,40,0.005638276
7,70,0.004246109
7,100,0.000375885
8,10,0.005246729
8,40,0.001319078
8,70,0.00041765
8,100,0.000156619
9,10,0.000391547
9,40,0.000341081
9,70,0.000208825
9,100,0.000187943
10,10,0.000156619
10,40,0.000121815
10,70,0.000104413
10,100,9.39713E-05
11,10,0.011668098
11,40,0.00225531
11,70,0.000877065
11,100,0.00050118
12,10,0.003132375
12,40,0.000873585
12,70,0.00033412
12,100,0.000156619
13,10,0.020534461
13,40,0.00133648
13,70,0.000292355
13,100,0.000104413
14,10,0.001775013
14,40,0.00066824
14,70,0.00025059
14,100,0.000125295
15,10,8.353E-05
15,40,8.353E-05
15,70,6.26475E-05
15,100,4.1765E-05
16,10,0.000783094
16,40,0.00025059
16,70,0.000125295
16,100,0.000104413
17,10,0.00125295
17,40,8.353E-05
17,70,7.83094E-05
17,100,2.92355E-05
18,10,0.007642996
18,40,0.000960595
18,70,0.000375885
18,100,0.000208825
19,10,0.008353001
19,40,0.0025059
19,70,0.000542945
19,100,0.000187943
20,10,0.007475936
20,40,0.001712365
20,70,0.00050118
20,100,0.000187943
21,10,0.002157859
21,40,0.000793535
21,70,0.000313238
21,100,0.000125295
22,10,0.000139217
22,40,0.000125295
22,70,9.39713E-05
22,100,8.353E-05
23,10,0.000156619
23,40,0.000125295
23,70,0.000104413
23,100,6.6824E-05
24,10,4.1765E-05
24,40,4.1765E-05
24,70,3.13238E-05
25,10,0.005220626
25,40,0.000897948
25,70,0.00050118
25,100,0.000305407
26,10,0.00125295
26,40,0.000542945
26,70,0.00025059
26,100,0.000140957
27,10,0.00016706
27,40,8.353E-05
27,70,6.26475E-05
27,100,6.26475E-05
28,10,0.049178294
28,40,0.000563828
28,70,0.000125295
28,100,6.26475E-05
29,10,6.96083E-05
29,40,2.61031E-05
29,70,2.5059E-05
29,100,2.08825E-05
30,10,0.002871344
30,40,0.001211185
30,70,0.00075177
30,100,0.000344561
31,10,0.005011801
31,40,0.001232068
31,70,0.000407209
31,100,0.000172281
32,10,8.353E-05
32,40,4.1765E-05
32,70,3.75885E-05
32,100,3.13238E-05
33,10,0.00016706
33,40,0.000125295
33,70,9.39713E-05
33,100,6.26475E-05
34,10,5.22063E-05
34,40,4.43753E-05
34,70,4.1765E-05
34,100,3.75885E-05
35,10,0.005220626
35,40,0.002054838
35,70,0.002036044
35,100,0.000924051
36,10,0.005137096
36,40,0.001858543
36,70,0.000563828
36,100,0.000219266
37,10,0.005116213
37,40,0.001461775
37,70,0.000279826
37,100,6.26475E-05
38,10,0.001357363
38,40,0.000574269
38,70,0.000229708
38,100,0.000100236
39,10,0.000783094
39,40,0.000365444
39,70,0.000102324
39,100,6.26475E-05
40,10,0.00292355
40,40,0.002610313
40,70,0.001879425
40,100,0.000877065
41,10,0.017932849
41,40,0.005116213
41,70,0.00143254
41,100,0.000407209
42,10,0.003811057
42,40,0.001461775
42,70,0.000524151
42,100,0.000125295
43,10,0.00208825
43,40,0.0008353
43,70,0.000254767
43,100,0.000100236
44,10,0.002349282
44,40,0.000730888
44,70,0.000152442
44,100,7.5177E-05
45,10,0.006369163
45,40,0.004072088
45,70,0.002578989
45,100,0.000826947
46,10,0.004228707
46,40,0.001983838
46,70,0.000499092
46,100,0.000125295
47,10,0.0025059
47,40,0.000626475
47,70,0.000198384
47,100,0.000100236
48,10,0.001566188
48,40,0.00041765
48,70,0.000125295
48,100,7.5177E-05
49,10,0.001018022
49,40,0.000104413
49,70,6.26475E-05
49,100,5.56867E-05
50,10,0.003445613
50,40,0.001775013
50,70,0.000783094
50,100,0.00033412
51,10,0.005638276
51,40,0.002558107
51,70,0.000657799
51,100,0.000170043
52,10,0.004228707
52,40,0.002558107
52,70,0.001378245
52,100,0.000654318
53,10,0.008822857
53,40,0.0033412
53,70,0.000814418
53,100,0.000225233
54,10,0.01018022
54,40,0.0016706
54,70,0.000344561
54,100,6.44374E-05
55,10,0.001879425
55,40,0.000522063
55,70,0.000219266
55,100,0.000109633
56,10,0.000783094
56,40,0.000313238
56,70,0.000156619
56,100,0.000104413
57,10,0.020203821
57,40,0.002714725
57,70,0.001378245
57,100,0.000640397
58,10,0.006264751
58,40,0.0025059
58,70,0.001065008
58,100,0.000374692
59,10,0.001566188
59,40,0.000730888
59,70,0.000375885
59,100,0.000184959
60,10,0.005403348
60,40,0.001357363
60,70,0.00025059
60,100,0.000150652
61,10,0.000626475
61,40,0.000156619
61,70,0.000104413
61,100,6.26475E-05
62,10,0.0025059
62,40,0.001127655
62,70,0.000626475
62,100,0.000375885
63,10,0.006264751
63,40,0.002693843
63,70,0.000887506
63,100,0.00025059
64,10,0.011485376
64,40,0.002380605
64,70,0.000783094
64,100,0.000313238
65,10,0.004124294
65,40,0.000375885
65,70,0.000208825
65,100,0.000125295
66,10,0.005387686
66,40,0.001190303
66,70,0.000104413
66,100,9.39713E-05
